YearID	TeamID	LeagueID	PlayerID	POS	Salary	yearID	teamID	lgID	G	AB	R	H	2B	3B	HR	RBI	SB	CS	BB	SO	IBB	HBP	SH	SF	GIDP	OBP	SLG	DumbC	DumbI
2001	PHI	NL	glanvdo01	OF	3016667	2000	PHI	NL	154	637	89	175	27	6	8	52	31	8	31	76	1	2	12	7	11	0.302	0.374	0	0
2001	ARI	NL	gracema01	1B	3000000	2000	CHN	NL	143	510	75	143	41	1	11	82	1	2	95	28	11	6	2	8	7	0.393	0.429	0	0
2001	CIN	NL	caseyse01	1B	3000000	2000	CIN	NL	133	480	69	151	33	2	20	85	1	0	52	80	4	7	0	6	16	0.385	0.517	0	0
2002	ARI	NL	gracema01	1B	3000000	2001	ARI	NL	145	476	66	142	31	2	15	78	1	0	67	36	6	4	1	5	7	0.385	0.466	0	0
2002	PHI	NL	leetr01	1B	3000000	2001	PHI	NL	157	555	75	143	34	2	20	90	3	4	71	109	5	4	1	9	15	0.341	0.434	0	0
2004	DET	AL	vinafe01	2B	3000000	2003	SLN	NL	61	259	35	65	14	4	4	23	4	4	11	24	0	11	3	1	5	0.305	0.382	0	1
2003	PIT	NL	ramirar01	3B	3000000	2002	PIT	NL	142	522	51	122	26	0	18	71	2	0	29	95	3	8	0	11	17	0.279	0.387	0	1
2001	TBA	AL	flahejo01	C	3000000	2000	TBA	AL	109	394	36	103	15	0	10	39	0	0	20	57	2	0	2	2	11	0.294	0.376	1	0
2004	OAK	AL	milleda02	C	3000000	2003	CHN	NL	114	352	34	82	19	1	9	36	1	0	39	91	6	1	7	1	15	0.305	0.369	1	0
2001	BAL	AL	coninje01	OF	3000000	2000	BAL	AL	119	409	53	116	20	2	13	46	4	3	36	53	1	2	0	4	14	0.341	0.438	0	0
2001	TBA	AL	willige02	OF	3000000	2000	TBA	AL	146	632	87	173	30	2	21	89	12	12	34	103	0	3	9	4	6	0.308	0.427	0	0
2003	ARI	NL	bautida01	OF	3000000	2002	ARI	NL	40	154	22	50	5	2	6	23	4	2	11	21	2	0	0	1	4	0.367	0.500	0	0
2003	KCA	AL	ibanera01	OF	3000000	2002	KCA	AL	137	497	70	146	37	6	24	103	5	3	40	76	5	2	1	4	11	0.346	0.537	0	0
2004	HOU	NL	biggicr01	OF	3000000	2003	HOU	NL	153	628	102	166	44	2	15	62	8	4	57	116	3	27	3	2	4	0.349	0.412	0	0
2004	FLO	NL	coninje01	OF	3000000	2003	BAL	AL	124	493	75	143	33	3	15	80	5	0	37	60	5	5	0	12	14	0.338	0.460	0	0
2004	MON	NL	evereca01	OF	3000000	2003	TEX	AL	74	270	53	74	13	3	18	51	4	1	31	48	2	5	4	3	2	0.351	0.544	0	0
2004	SEA	AL	martied01	OF	3000000	2003	SEA	AL	145	497	72	146	25	0	24	98	0	1	92	95	7	7	0	7	17	0.406	0.489	0	0
2001	CLE	AL	vizquom01	SS	3000000	2000	CLE	AL	156	613	101	176	27	3	7	66	22	10	87	72	0	5	7	5	13	0.374	0.375	0	1
2002	ATL	NL	castivi02	SS	3000000	2001	HOU	NL	122	445	62	120	28	1	23	82	1	4	32	86	3	3	0	4	19	0.32	0.492	0	1
2004	SDN	NL	hernara02	C	2937500	2003	OAK	AL	140	483	70	132	24	1	21	78	0	0	33	79	2	12	2	6	14	0.33	0.458	1	0
2001	CHA	AL	alomasa02	C	2900000	2000	CLE	AL	97	356	44	103	16	2	7	42	2	2	16	41	1	4	4	4	9	0.32	0.404	1	0
2003	PHI	NL	polanpl01	3B	2875000	2002	SLN	NL	94	342	47	97	19	1	5	27	3	1	12	27	1	4	9	0	12	0.308	0.389	0	1
2004	MIN	AL	mientdo01	OF	2800000	2003	MIN	AL	142	487	67	146	38	1	11	65	4	1	74	55	4	5	2	6	9	0.392	0.450	0	0
2002	LAN	NL	beltrad01	SS	2800000	2001	LAN	NL	126	475	59	126	22	4	13	60	13	4	28	82	1	5	2	5	9	0.309	0.411	0	1
2004	FLO	NL	gonzaal02	SS	2800000	2003	FLO	NL	150	528	52	135	33	6	18	77	0	4	33	106	13	13	3	5	8	0.311	0.443	0	1
2001	CHN	NL	muellbi02	3B	2750000	2000	SFN	NL	153	560	97	150	29	4	10	55	4	2	52	62	0	6	7	6	16	0.33	0.388	0	1
2001	MON	NL	tatisfe01	3B	2750000	2000	SLN	NL	96	324	59	82	21	1	18	64	2	3	57	94	1	10	1	2	13	0.378	0.491	0	1
2003	KCA	AL	maynebr01	C	2750000	2002	KCA	AL	101	326	35	77	8	2	4	30	4	4	34	54	1	2	4	4	8	0.305	0.310	1	0
2001	COL	NL	hollato01	OF	2750000	2000	LAN	NL	81	261	42	61	12	0	8	24	11	4	30	61	2	1	0	1	4	0.314	0.372	0	0
2001	SLN	NL	drewjd01	OF	2750000	2000	SLN	NL	135	407	73	120	17	2	18	57	17	9	67	99	4	6	5	1	3	0.397	0.479	0	0
2001	TBA	AL	grievbe01	OF	2750000	2000	OAK	AL	158	594	92	166	40	1	27	104	3	0	73	130	2	3	0	5	32	0.359	0.487	0	0
2002	MIL	NL	ochoaal01	OF	2750000	2001	CIN	NL	90	349	48	101	20	4	7	35	12	9	24	53	0	2	2	2	3	0.335	0.430	0	0
2003	MIN	AL	jonesja04	OF	2750000	2002	MIN	AL	149	577	96	173	37	2	27	85	6	7	37	129	2	2	4	6	8	0.339	0.511	0	0
2003	KCA	AL	tuckemi01	OF	2750000	2002	KCA	AL	144	475	65	118	27	6	12	56	23	9	56	105	1	3	7	2	5	0.326	0.406	0	0
2004	DET	AL	whitero02	OF	2750000	2003	SDN	NL	115	413	49	115	17	3	18	66	1	4	25	71	2	8	0	3	11	0.33	0.465	0	0
2004	SFN	NL	perezne01	SS	2750000	2003	SFN	NL	120	328	27	84	19	4	1	31	3	2	14	23	3	0	9	2	9	0.278	0.348	0	1
2002	FLO	NL	leede02	1B	2700000	2001	FLO	NL	158	561	83	158	37	4	21	75	4	2	50	126	1	8	0	6	18	0.346	0.474	0	0
2003	CHN	NL	milleda02	C	2700000	2002	ARI	NL	101	297	40	74	22	0	11	42	0	0	38	88	5	3	2	0	14	0.338	0.434	1	0
2001	DET	AL	cedenro01	OF	2700000	2000	HOU	NL	74	259	54	73	2	5	6	26	25	11	43	47	0	0	2	1	6	0.38	0.398	0	0
2001	SFN	NL	benarma01	OF	2700000	2000	SFN	NL	149	560	102	147	27	6	12	55	22	7	63	97	0	6	2	2	4	0.341	0.396	0	0
2002	CHA	AL	leeca01	OF	2700000	2001	CHA	AL	150	558	75	150	33	3	24	84	17	7	38	85	2	6	1	2	15	0.321	0.468	0	0
2002	BOS	AL	nixontr01	OF	2700000	2001	BOS	AL	148	535	100	150	31	4	27	88	7	4	79	113	1	7	6	6	8	0.373	0.505	0	0
2001	CLE	AL	cordewi01	OF	2666667	2000	PIT	NL	89	348	46	98	24	3	16	51	1	2	25	58	1	4	0	1	11	0.336	0.506	0	0
2004	TBA	AL	huffau01	OF	2666667	2003	TBA	AL	162	636	91	198	47	3	34	107	2	3	53	80	17	8	0	9	19	0.367	0.555	0	0
2002	ARI	NL	milleda02	C	2650000	2001	ARI	NL	123	380	45	103	19	0	13	47	0	1	35	80	9	4	4	2	9	0.334	0.424	1	0
2003	LAN	NL	loducpa01	OF	2636667	2002	LAN	NL	149	580	74	163	38	1	10	64	3	1	34	31	2	10	4	4	20	0.328	0.402	0	0
2003	DET	AL	paquecr01	OF	2625000	2002	DET	AL	72	252	20	49	14	1	4	20	1	0	10	53	0	0	1	3	7	0.222	0.306	0	0
2004	TEX	AL	teixema01	OF	2625000	2003	TEX	AL	146	529	66	137	29	5	26	84	1	2	44	120	5	14	0	2	14	0.331	0.480	0	0
2002	SDN	NL	nevinph01	3B	2600000	2001	SDN	NL	149	546	97	167	31	0	41	126	4	4	71	147	7	4	0	3	13	0.388	0.588	0	1
2004	ARI	NL	hillesh02	3B	2600000	2003	ARI	NL	85	330	40	88	18	1	17	59	0	0	17	44	3	2	0	5	13	0.302	0.482	0	1
2003	MON	NL	barremi01	C	2600000	2002	MON	NL	117	376	41	99	20	1	12	49	6	3	40	65	7	1	6	5	14	0.327	0.418	1	0
2004	BAL	AL	gibboja01	OF	2600000	2003	BAL	AL	160	625	80	173	39	2	23	100	0	1	49	89	11	3	0	5	12	0.33	0.456	0	0
2004	CIN	NL	larueja01	OF	2600000	2003	CIN	NL	118	379	52	87	23	1	16	50	3	3	33	111	4	20	1	4	9	0.32	0.422	0	0
2004	MON	NL	diazei01	C	2587500	2003	TEX	AL	101	334	30	86	14	1	4	35	3	1	9	32	0	10	4	4	12	0.291	0.341	1	0
2004	SEA	AL	spiezsc01	OF	2566667	2003	ANA	AL	158	521	69	138	36	7	16	83	6	3	46	66	8	5	2	7	12	0.325	0.453	0	0
2001	TOR	AL	bushho01	2B	2550000	2000	TOR	AL	76	297	38	64	8	0	1	18	9	4	18	60	0	5	4	1	10	0.268	0.253	0	1
2003	MIN	AL	guzmacr01	SS	2525000	2002	MIN	AL	148	623	80	170	31	6	9	59	12	13	17	79	2	2	8	6	12	0.288	0.385	0	1
2003	ARI	NL	counscr01	SS	2516667	2002	ARI	NL	112	436	63	123	22	1	2	51	7	5	45	52	3	1	4	3	10	0.346	0.351	0	1
2001	TOR	AL	fullmbr01	1B	2500000	2000	TOR	AL	133	482	76	142	29	1	32	104	3	1	30	68	3	6	0	6	14	0.34	0.558	0	0
2001	MON	NL	vidrojo01	2B	2500000	2000	MON	NL	153	606	101	200	51	2	24	97	5	4	49	69	4	2	0	6	17	0.379	0.540	0	1
2003	PIT	NL	reesepo01	2B	2500000	2002	PIT	NL	119	421	46	111	25	0	4	50	12	1	41	81	4	3	5	5	4	0.326	0.352	0	1
2004	CHN	NL	grudzma01	2B	2500000	2003	CHN	NL	121	481	73	151	38	1	3	38	6	2	30	64	0	11	7	2	12	0.362	0.416	0	1
2004	ANA	AL	kennead01	2B	2500000	2003	ANA	AL	143	449	71	121	17	1	13	49	22	9	45	73	4	9	2	5	7	0.343	0.399	0	1
2002	KCA	AL	maynebr01	C	2500000	2001	KCA	AL	51	166	13	40	4	1	2	20	1	2	10	17	2	1	0	3	8	0.283	0.313	1	0
2002	CHA	AL	alomasa02	C	2500000	2001	CHA	AL	70	220	17	54	8	1	4	21	1	2	12	17	1	2	3	2	6	0.285	0.345	1	0
2002	BAL	AL	fordybr01	C	2500000	2001	BAL	AL	95	292	30	61	18	0	5	19	1	2	21	56	1	3	3	1	7	0.266	0.322	1	0
2002	SLN	NL	mathemi01	C	2500000	2001	SLN	NL	121	381	40	83	12	0	7	42	0	1	28	76	5	4	8	3	11	0.271	0.304	1	0
2001	BOS	AL	lewisda01	OF	2500000	2000	BOS	AL	97	270	44	65	12	0	2	17	10	5	22	34	0	3	8	0	2	0.297	0.307	0	0
2002	BAL	AL	cordoma01	OF	2500000	2001	CLE	AL	122	409	61	123	20	2	20	69	0	3	23	81	0	8	0	2	9	0.348	0.506	0	0
2003	SFN	NL	cruzjo02	OF	2500000	2002	TOR	AL	124	466	64	114	26	5	18	70	7	1	51	106	1	0	1	4	8	0.316	0.438	0	0
2003	NYA	AL	trammbu01	OF	2500000	2002	SDN	NL	133	403	54	98	16	1	17	56	1	3	53	71	2	3	3	3	6	0.331	0.414	0	0
2004	TBA	AL	cruzjo02	OF	2500000	2003	SFN	NL	158	539	90	135	26	1	20	68	5	8	102	121	6	0	2	7	14	0.365	0.414	0	0
2003	SEA	AL	guillca01	SS	2500000	2002	SEA	AL	134	475	73	124	24	6	9	56	4	5	46	91	4	1	3	3	8	0.324	0.394	0	1
2004	DET	AL	guillca01	SS	2500000	2003	SEA	AL	109	388	63	107	19	3	7	52	4	4	52	64	2	1	5	5	12	0.355	0.394	0	1
2004	SDN	NL	loretma01	SS	2500000	2003	SDN	NL	154	589	74	185	28	4	13	72	5	4	54	62	2	3	3	4	17	0.371	0.441	0	1
2002	TEX	AL	catalfr01	OF	2475000	2001	TEX	AL	133	463	77	153	31	5	11	54	15	5	39	55	3	8	1	1	5	0.391	0.490	0	0
2004	PHI	NL	rolliji01	SS	2425000	2003	PHI	NL	156	628	85	165	42	6	8	62	20	12	54	113	4	0	5	2	9	0.318	0.387	0	1
2002	MIN	AL	hunteto01	OF	2400000	2001	MIN	AL	148	564	82	147	32	5	27	92	9	6	29	125	0	8	1	1	12	0.305	0.479	0	0
2004	FLO	NL	pierrju01	OF	2400000	2003	FLO	NL	162	668	100	204	28	7	1	41	65	20	55	35	1	5	15	3	9	0.354	0.373	0	0
2002	MON	NL	cabreor01	SS	2400000	2001	MON	NL	162	626	64	173	41	6	14	96	19	7	43	54	5	4	4	7	15	0.322	0.428	0	1
2002	NYN	NL	cedenro01	OF	2375000	2001	DET	AL	131	523	79	153	14	11	6	48	55	15	36	83	1	2	6	5	5	0.334	0.396	0	0
2004	MIL	NL	spiveju01	OF	2367500	2003	ARI	NL	106	365	52	93	22	2	13	50	4	3	33	95	1	7	0	3	7	0.326	0.433	0	0
2001	TOR	AL	cruzjo02	OF	2350000	2000	TOR	AL	162	603	91	146	32	5	31	76	15	5	71	129	3	2	2	3	11	0.322	0.466	0	0
2004	BAL	AL	morame01	SS	2333333	2003	BAL	AL	96	344	68	109	17	1	15	48	6	3	49	71	0	12	6	2	3	0.412	0.503	0	1
2002	BOS	AL	daubabr01	OF	2325000	2001	BOS	AL	122	407	54	107	28	3	22	71	1	0	53	108	7	5	1	6	10	0.35	0.509	0	0
2004	OAK	AL	hattesc01	1B	2300000	2003	OAK	AL	147	541	63	137	34	0	12	61	0	1	66	53	0	9	3	3	14	0.341	0.383	0	0
2001	KCA	AL	randajo01	3B	2300000	2000	KCA	AL	158	612	88	186	29	4	15	106	6	3	36	66	3	6	1	10	19	0.343	0.438	0	1
2001	CHA	AL	konerpa01	3B	2300000	2000	CHA	AL	143	524	84	156	31	1	21	97	1	0	47	72	0	10	0	5	22	0.363	0.481	0	1
2002	FLO	NL	lowelmi01	3B	2300000	2001	FLO	NL	146	551	65	156	37	0	18	100	1	2	43	79	3	10	0	10	9	0.34	0.448	0	1
2004	TOR	AL	catalfr01	OF	2300000	2003	TOR	AL	133	489	83	146	34	6	13	59	2	2	35	62	1	6	2	3	9	0.35	0.472	0	0
2001	KCA	AL	sanchre01	SS	2300000	2000	KCA	AL	143	509	68	139	18	2	1	38	7	3	28	55	0	4	11	3	17	0.308	0.322	0	1
2002	ANA	AL	spiezsc01	OF	2275000	2001	ANA	AL	139	457	57	124	29	4	13	54	5	2	34	65	4	5	3	4	6	0.324	0.438	0	0
2003	ANA	AL	kennead01	OF	2270000	2002	ANA	AL	144	474	65	148	32	6	7	52	17	4	19	80	1	7	5	4	5	0.342	0.449	0	0
2002	KCA	AL	tuckemi01	OF	2250000	2001	CIN	NL	86	231	31	56	10	1	7	30	12	5	23	55	1	1	5	5	4	0.302	0.385	0	0
2001	FLO	NL	castilu01	2B	2200000	2000	FLO	NL	136	539	101	180	17	3	2	17	62	22	78	86	0	0	9	0	11	0.412	0.388	0	1
2003	TOR	AL	catalfr01	OF	2200000	2002	TEX	AL	68	212	42	57	16	6	3	23	9	5	25	27	0	8	3	2	3	0.36	0.443	0	0
2004	ANA	AL	guilljo01	OF	2200000	2003	CIN	NL	91	315	52	106	21	1	23	63	1	3	17	63	1	9	6	2	8	0.378	0.629	0	0
2001	SEA	AL	bellda01	SS	2200000	2000	SEA	AL	133	454	57	112	24	2	11	47	2	3	42	66	0	6	6	4	11	0.313	0.381	0	1
2003	ATL	NL	furcara01	SS	2200000	2002	ATL	NL	154	636	95	175	31	8	8	47	27	15	43	114	0	3	9	2	8	0.319	0.387	0	1
2001	TOR	AL	stewash01	OF	2183333	2000	TOR	AL	136	583	107	186	43	5	21	69	20	5	37	79	1	6	1	4	12	0.363	0.518	0	0
2003	OAK	AL	longte01	OF	2175000	2002	OAK	AL	162	587	71	141	32	4	16	67	3	6	48	96	6	2	0	3	17	0.298	0.390	0	0
2002	FLO	NL	owenser01	OF	2166667	2001	FLO	NL	119	400	51	101	16	1	5	28	8	6	29	59	2	0	4	1	13	0.3	0.335	0	0
2002	CLE	AL	gutieri01	SS	2166667	2001	CHN	NL	147	528	76	153	23	3	10	66	4	3	40	56	0	10	17	11	13	0.335	0.402	0	1
2002	MIN	AL	koskico01	3B	2150000	2001	MIN	AL	153	562	100	155	37	2	26	103	27	6	68	118	9	12	0	7	16	0.362	0.488	0	1
2004	KCA	AL	santibe01	C	2150000	2003	SFN	NL	108	401	53	112	21	2	11	56	0	1	29	69	0	2	0	2	13	0.329	0.424	1	0
2001	COL	NL	maynebr01	OF	2150000	2000	COL	NL	117	335	36	101	21	0	6	64	1	3	47	48	13	1	4	8	12	0.377	0.418	0	0
2003	DET	AL	haltesh01	SS	2150000	2002	DET	AL	122	410	46	98	22	6	10	39	0	4	39	92	1	4	1	4	12	0.308	0.395	0	1
2004	ANA	AL	eckstda01	SS	2150000	2003	ANA	AL	120	452	59	114	22	1	3	31	16	5	36	45	0	15	10	4	9	0.319	0.325	0	1
2001	SDN	NL	kotsama01	OF	2125000	2000	FLO	NL	152	530	87	158	31	5	12	57	19	9	42	46	2	0	2	4	17	0.346	0.443	0	0
2002	DET	AL	paquecr01	OF	2125000	2001	SLN	NL	123	340	47	96	17	0	15	64	3	1	18	67	1	5	5	2	11	0.322	0.465	0	0
2004	SFN	NL	grissma02	OF	2125000	2003	SFN	NL	149	587	82	176	33	3	20	79	11	3	20	82	0	2	3	6	14	0.32	0.468	0	0
2002	OAK	AL	chaveer01	SS	2125000	2001	OAK	AL	151	552	91	159	43	0	32	114	8	2	41	99	9	4	0	7	7	0.338	0.540	0	1
2004	OAK	AL	durazer01	1B	2100000	2003	OAK	AL	154	537	92	139	29	0	21	77	1	1	100	105	12	2	0	6	11	0.374	0.430	0	0
2002	CIN	NL	booneaa01	3B	2100000	2001	CIN	NL	103	381	54	112	26	2	14	62	6	3	29	71	1	8	3	6	9	0.349	0.483	0	1
2003	BOS	AL	muellbi02	3B	2100000	2002	CHN	NL	103	353	51	94	19	4	7	37	0	0	51	41	2	0	4	5	8	0.351	0.402	0	1
2004	COL	NL	castivi02	3B	2100000	2003	ATL	NL	147	542	65	150	28	3	22	76	1	2	26	86	3	3	1	6	22	0.31	0.461	0	1
2004	BOS	AL	muellbi02	SS	2100000	2003	BOS	AL	146	524	85	171	45	5	19	85	1	4	59	77	2	7	4	6	11	0.395	0.540	0	1
2002	CIN	NL	walketo04	SS	2050000	2001	COL	NL	85	290	52	86	18	2	12	43	1	3	25	40	1	0	3	3	8	0.346	0.497	0	1
2002	SFN	NL	santibe01	C	2044168	2001	SFN	NL	133	477	39	125	25	4	6	45	5	4	23	78	0	2	7	6	19	0.291	0.369	1	0
2004	ANA	AL	molinbe01	C	2025000	2003	ANA	AL	119	409	37	115	24	0	14	71	1	1	13	31	2	2	2	4	17	0.302	0.443	1	0
2001	OAK	AL	tejadmi01	SS	2025000	2000	OAK	AL	160	607	105	167	32	1	30	115	6	0	66	102	6	4	2	2	15	0.348	0.479	0	1
2004	NYA	AL	leetr01	1B	2000000	2003	TBA	AL	145	542	75	149	37	3	19	70	6	2	64	97	4	0	1	6	13	0.347	0.459	0	0
2002	MIL	NL	younger01	2B	2000000	2001	CHN	NL	149	603	98	168	43	4	6	42	31	14	42	45	1	9	15	3	15	0.326	0.393	0	1
2001	CHN	NL	girarjo01	C	2000000	2000	CHN	NL	106	363	47	101	15	1	6	40	1	0	32	61	3	3	6	3	12	0.334	0.375	1	0
2001	SEA	AL	mclemma01	OF	2000000	2000	SEA	AL	138	481	72	118	23	1	3	46	30	14	81	78	2	1	11	4	12	0.346	0.316	0	0
2002	NYA	AL	willige02	OF	2000000	2001	TBA	AL	62	232	30	48	17	0	4	17	10	4	13	42	0	4	3	0	8	0.258	0.332	0	0
2002	ARI	NL	bautida01	OF	2000000	2001	ARI	NL	100	222	26	67	11	2	5	26	3	2	14	31	1	1	2	0	7	0.343	0.437	0	0
2002	KCA	AL	knoblch01	OF	2000000	2001	NYA	AL	137	521	66	130	20	3	9	44	38	9	58	73	1	14	5	2	10	0.337	0.351	0	0
2003	BOS	AL	giambje01	OF	2000000	2002	OAK	AL	42	157	26	43	7	0	8	17	0	0	27	40	0	3	0	0	4	0.39	0.471	0	0
2003	BOS	AL	millake01	OF	2000000	2002	FLO	NL	126	438	58	134	41	0	16	57	0	2	40	74	0	5	0	6	15	0.366	0.509	0	0
2003	MIL	NL	younger01	OF	2000000	2002	MIL	NL	138	496	57	139	29	3	3	28	31	11	39	38	0	6	8	4	14	0.333	0.369	0	0
2004	SLN	NL	sandere02	OF	2000000	2003	PIT	NL	130	453	74	129	27	4	31	87	15	5	38	110	4	5	0	2	10	0.345	0.567	0	0
2003	HOU	NL	vizcajo01	SS	2000000	2002	HOU	NL	125	406	53	123	19	2	5	37	3	5	24	40	2	1	5	2	5	0.338	0.397	0	1
2001	PHI	NL	burrepa01	OF	1905000	2000	PHI	NL	111	408	57	106	27	1	18	79	0	0	63	139	2	1	0	2	5	0.359	0.463	0	0
2002	PHI	NL	burrepa01	OF	1905000	2001	PHI	NL	155	539	70	139	29	2	27	89	2	1	70	162	7	5	0	4	12	0.346	0.469	0	0
2001	TEX	AL	curtich01	OF	1900000	2000	TEX	AL	108	335	48	91	25	1	8	48	3	3	37	71	0	1	5	3	12	0.339	0.424	0	0
2002	SEA	AL	sierrru01	OF	1900000	2001	TEX	AL	94	344	55	100	22	1	23	67	2	0	19	52	0	0	0	6	13	0.322	0.561	0	0
2003	OAK	AL	hernara02	C	1887500	2002	OAK	AL	136	403	51	94	20	0	7	42	0	0	43	64	1	5	3	3	11	0.311	0.335	1	0
2003	SFN	NL	grissma02	OF	1875000	2002	LAN	NL	111	343	57	95	21	4	17	60	5	1	22	68	2	2	0	4	6	0.321	0.510	0	0
2001	PIT	NL	vandejo02	OF	1850000	2000	PIT	NL	134	384	74	115	29	0	24	94	11	2	72	92	5	2	0	3	7	0.41	0.563	0	0
2001	SEA	AL	buhneja01	OF	1850000	2000	SEA	AL	112	364	50	92	20	0	26	82	0	2	59	98	3	4	1	2	10	0.36	0.522	0	0
2002	NYA	AL	vandejo02	OF	1850000	2001	PIT	NL	97	313	39	87	22	3	11	50	7	4	42	84	6	1	0	4	7	0.361	0.473	0	0
2002	TEX	AL	kaplega01	OF	1850000	2001	TEX	AL	134	483	77	129	29	1	17	72	23	6	61	70	2	3	2	7	10	0.347	0.437	0	0
2003	COL	NL	paytoja01	OF	1850000	2002	NYN	NL	87	275	33	78	6	3	8	31	4	1	21	34	0	1	2	1	8	0.333	0.415	0	0
2004	PIT	NL	wilsoja02	SS	1850000	2003	PIT	NL	150	558	58	143	21	3	9	62	5	5	36	74	3	4	11	6	11	0.298	0.353	0	1
2003	TEX	AL	diazei01	C	1837500	2002	CLE	AL	102	320	34	66	19	0	2	16	0	1	17	27	1	6	6	2	13	0.254	0.284	1	0
2001	CLE	AL	taubeed01	C	1800000	2000	CIN	NL	81	266	29	71	12	0	6	24	0	0	21	44	1	2	1	1	7	0.323	0.380	1	0
2001	BOS	AL	varitja01	C	1800000	2000	BOS	AL	139	448	55	111	31	1	10	65	1	1	60	84	3	6	1	4	16	0.341	0.388	1	0
2001	CIN	NL	tuckemi01	OF	1800000	2000	CIN	NL	148	270	55	72	13	4	15	36	13	6	44	64	1	7	0	2	6	0.381	0.511	0	0
2003	SFN	NL	santibe01	C	1775000	2002	SFN	NL	126	478	56	133	24	5	16	74	4	2	27	73	8	2	3	7	19	0.313	0.450	1	0
2003	OAK	AL	hattesc01	1B	1750000	2002	OAK	AL	136	492	58	138	22	4	15	61	0	0	68	56	1	6	1	1	8	0.373	0.433	0	0
2003	MIN	AL	mientdo01	1B	1750000	2002	MIN	AL	143	467	60	122	29	1	10	64	1	2	74	69	8	6	0	7	7	0.365	0.392	0	0
2004	CHN	NL	walketo04	2B	1750000	2003	BOS	AL	144	587	92	166	38	4	13	85	1	1	48	54	0	1	1	10	17	0.332	0.428	0	1
2002	SFN	NL	bellda01	3B	1750000	2001	SEA	AL	135	470	62	122	28	0	15	64	2	1	28	59	1	3	5	4	8	0.3	0.415	0	1
2001	COL	NL	gantro01	OF	1750000	2000	PHI	NL	89	343	54	87	16	2	20	38	5	4	36	73	1	1	1	3	7	0.323	0.487	0	0
2002	SFN	NL	sandere02	OF	1750000	2001	ARI	NL	126	441	84	116	21	3	33	90	14	10	46	126	7	5	1	3	2	0.337	0.549	0	0
2003	ARI	NL	mccraqu01	OF	1750000	2002	ARI	NL	123	349	60	108	27	8	3	40	5	4	32	68	0	2	13	4	3	0.355	0.458	0	0
2004	SEA	AL	mccraqu01	OF	1750000	2003	ARI	NL	115	203	17	46	5	2	0	18	5	1	15	34	2	0	5	3	4	0.27	0.271	0	0
2003	ARI	NL	gracema01	P	1750000	2002	ARI	NL	124	298	43	75	19	0	7	48	2	0	46	30	6	1	0	3	5	0.351	0.386	0	0
2002	SLN	NL	polanpl01	SS	1750000	2001	SLN	NL	144	564	87	173	26	4	3	38	12	3	25	43	0	6	14	1	22	0.334	0.383	0	1
2002	PIT	NL	reesepo01	SS	1750000	2001	CIN	NL	133	428	50	96	20	2	9	40	25	4	34	82	4	3	5	4	7	0.281	0.343	0	1
2004	TBA	AL	lugoju01	SS	1750000	2003	TBA	AL	117	433	58	119	13	4	15	53	10	3	35	88	0	4	7	3	5	0.328	0.427	0	1
2004	LAN	NL	bradlmi01	OF	1730000	2003	CLE	AL	101	377	61	121	34	2	10	56	17	7	64	73	8	5	0	5	10	0.421	0.501	0	0
2003	BAL	AL	morame01	SS	1725000	2002	BAL	AL	149	557	86	130	30	4	19	64	16	10	70	108	2	20	1	4	7	0.337	0.404	0	1
2001	SEA	AL	widgech01	OF	1700000	2000	MON	NL	86	281	31	67	17	2	12	34	1	2	29	61	3	1	0	1	5	0.311	0.441	0	0
2003	HOU	NL	merceor01	OF	1700000	2002	HOU	NL	123	251	35	72	13	3	6	30	4	0	26	50	5	0	1	3	9	0.349	0.434	0	0
2001	HOU	NL	spierbi01	SS	1700000	2000	HOU	NL	124	355	41	107	17	3	3	43	7	4	49	38	3	1	2	2	8	0.384	0.392	0	1
2002	HOU	NL	vizcajo01	SS	1700000	2001	HOU	NL	107	256	38	71	8	3	1	14	3	2	15	33	0	2	9	0	6	0.312	0.344	0	1
2002	FLO	NL	gonzaal02	SS	1700000	2001	FLO	NL	145	515	57	129	36	1	9	48	2	2	30	107	6	10	3	3	13	0.301	0.377	0	1
2003	FLO	NL	gonzaal02	SS	1700000	2002	FLO	NL	42	151	15	34	7	1	2	18	3	1	12	32	1	4	3	2	2	0.291	0.325	0	1
2004	MIL	NL	helmswe01	3B	1687500	2003	MIL	NL	134	476	56	124	21	0	23	67	0	1	43	131	3	10	0	7	10	0.33	0.450	0	1
2002	MIL	NL	belliro01	2B	1650000	2001	MIL	NL	101	364	69	96	30	3	11	36	5	2	35	65	2	5	4	2	5	0.332	0.453	0	1
2004	BAL	AL	hairsje02	2B	1650000	2003	BAL	AL	58	218	25	59	12	2	2	21	14	5	23	25	0	6	10	2	8	0.34	0.372	0	1
2001	SDN	NL	nevinph01	3B	1625000	2000	SDN	NL	143	538	87	163	34	1	31	107	2	0	59	121	9	4	0	4	17	0.374	0.543	0	1
2002	MIL	NL	houstty01	3B	1625000	2001	MIL	NL	75	235	36	68	7	0	12	38	0	0	18	62	1	1	2	0	3	0.34	0.472	0	1
2004	CIN	NL	jimenda01	3B	1615000	2003	CIN	NL	73	290	34	84	13	2	7	31	7	4	34	43	0	2	2	3	4	0.363	0.421	0	1
2001	ARI	NL	colbrgr01	3B	1600000	2000	ARI	NL	116	329	48	103	22	1	15	57	0	1	43	45	2	10	0	3	13	0.405	0.523	0	1
